room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6245666,32424177,Shared room,,Financial District,0,,2.0,1.0,197.0,1.0,37.789805,-122.4057,2015-11-24 15:33:23.508111
3125485,9111273,Private room,,Russian Hill,3,4.5,2.0,1.0,110.0,3.0,37.798343,-122.415504,2015-11-22 21:32:40.353023
3896205,20169016,Entire home/apt,,Pacific Heights,0,,1.0,1.0,122.0,7.0,37.78903,-122.446622,2015-11-21 17:03:19.787785
8522707,44875720,Private room,,Pacific Heights,0,,2.0,1.0,175.0,1.0,37.79092,-122.442428,2015-11-22 08:42:50.058526
7497448,39268465,Entire home/apt,,Outer Richmond,12,4.5,4.0,2.0,150.0,1.0,37.7875,-122.485576,2015-11-22 00:27:29.543149
465540,2312578,Entire home/apt,,Mission,31,5.0,4.0,2.0,293.0,3.0,37.755617,-122.408589,2015-11-23 06:28:46.583539
2350404,12002561,Private room,,Ocean View,41,4.5,2.0,1.0,150.0,2.0,37.721991,-122.464179,2015-11-24 08:31:52.698873
8549356,13542886,Private room,,Haight Ashbury,0,,2.0,1.0,115.0,1.0,37.769001,-122.451439,2015-11-22 21:08:48.017246
1456045,1367822,Entire home/apt,,Russian Hill,65,5.0,4.0,1.0,300.0,1.0,37.801643,-122.417817,2015-11-22 12:37:48.391630
8388709,44202176,Private room,,Marina,2,5.0,2.0,1.0,180.0,1.0,37.803889,-122.443196,2015-11-23 00:59:14.398073
3290739,930744,Private room,,Marina,103,5.0,2.0,1.0,139.0,1.0,37.798592,-122.436238,2015-11-23 06:49:49.694346
1876948,9720386,Entire home/apt,,Marina,1,,,1.0,250.0,3.0,37.802663,-122.429789,2015-11-24 09:14:18.525360
8555127,45029455,Entire home/apt,,Western Addition,0,,,3.0,980.0,3.0,37.781079,-122.444339,2015-11-23 01:47:11.772371
7278586,1867997,Entire home/apt,,Western Addition,19,5.0,4.0,1.0,245.0,2.0,37.777592,-122.433548,2015-11-21 19:33:52.735603
7008961,7799844,Shared room,,Mission,0,,3.0,1.0,200.0,1.0,37.769262,-122.423993,2015-11-24 02:15:45.554887
323499,1655876,Entire home/apt,,Mission,51,5.0,2.0,1.0,169.0,1.0,37.750946,-122.42152,2015-11-22 14:27:58.830866
3194392,3942235,Private room,,Western Addition,30,4.5,2.0,1.0,97.0,1.0,37.786518,-122.423173,2015-11-22 18:25:18.498335
