room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
10496718,54112668,Entire home/apt,,Mission,0,,5,3.0,650.0,1.0,37.759927,-122.408211,2016-06-19 12:20:32.302063
5643334,29249027,Entire home/apt,,Nob Hill,7,5.0,4,2.0,199.0,2.0,37.790591,-122.419038,2016-06-19 12:20:17.791400
2203488,11241443,Entire home/apt,,Russian Hill,3,5.0,2,1.0,220.0,6.0,37.800429,-122.411945,2016-06-19 12:20:14.250023
9998879,51365960,Entire home/apt,,Outer Sunset,3,5.0,4,2.0,109.0,2.0,37.755037,-122.508999,2016-06-19 12:19:55.631362
11970512,63950832,Entire home/apt,,Bernal Heights,3,5.0,6,3.0,215.0,2.0,37.743289,-122.422065,2016-06-19 12:19:48.286376
4519757,22931450,Shared room,,North Beach,47,4.5,4,1.0,45.0,2.0,37.798939,-122.405961,2016-06-19 12:19:34.778974
12712281,69111881,Entire home/apt,,Financial District,2,,2,1.0,350.0,2.0,37.792577,-122.402283,2016-06-19 12:19:25.764037
6866911,23752845,Shared room,,Chinatown,3,5.0,1,1.0,100.0,2.0,37.790773,-122.408108,2016-06-19 12:19:08.949774
6360976,25196982,Entire home/apt,,Russian Hill,62,4.5,6,2.0,350.0,3.0,37.799281,-122.419468,2016-06-19 12:18:26.366741
2846662,9476237,Shared room,,Pacific Heights,1,,3,1.0,250.0,1.0,37.796174,-122.431614,2016-06-19 12:18:21.959254
6705522,31224596,Entire home/apt,,Parkside,24,5.0,10,4.0,323.0,2.0,37.741987,-122.495175,2016-06-19 12:17:57.840611
4334896,21711781,Entire home/apt,,Inner Richmond,3,4.5,3,1.0,110.0,1.0,37.774309,-122.466202,2016-06-19 12:17:13.400568
12011193,27123550,Private room,,Bayview,0,,2,1.0,40.0,6.0,37.735236,-122.387621,2016-06-19 12:17:07.408535
7953240,3688605,Entire home/apt,,Castro/Upper Market,13,5.0,4,2.0,250.0,1.0,37.762522,-122.441365,2016-06-19 12:16:54.443095
12151600,8676376,Entire home/apt,,Excelsior,8,4.5,6,2.0,168.0,1.0,37.727216,-122.419512,2016-06-19 12:16:52.118229
6132191,13499994,Entire home/apt,,Nob Hill,11,5.0,6,3.0,499.0,1.0,37.796325,-122.411907,2016-06-19 12:16:33.800967
10501461,14156518,Entire home/apt,,Russian Hill,2,,4,2.0,200.0,1.0,37.797579,-122.420401,2016-06-19 12:16:25.131055
9716604,2948661,Entire home/apt,,North Beach,0,,2,1.0,425.0,2.0,37.801525,-122.404035,2016-06-19 12:16:19.593296
12987777,331559,Entire home/apt,,North Beach,3,4.5,4,1.0,250.0,2.0,37.804004,-122.408179,2016-06-19 12:16:11.646303
4622981,23944054,Private room,,Pacific Heights,1,,1,1.0,150.0,1.0,37.789603,-122.437536,2016-06-19 12:15:24.283957
1944382,7173175,Entire home/apt,,Haight Ashbury,72,5.0,8,4.0,550.0,1.0,37.769649,-122.447393,2016-06-19 12:15:20.449380
10413838,45102992,Entire home/apt,,Haight Ashbury,0,,16,9.0,2500.0,1.0,37.771809,-122.449616,2016-06-19 12:15:17.781498
11605954,7895922,Entire home/apt,,West of Twin Peaks,1,,6,3.0,350.0,2.0,37.728868,-122.462127,2016-06-19 12:15:10.105994
9464133,23593310,Entire home/apt,,Chinatown,1,,4,1.0,375.0,1.0,37.792238,-122.408269,2016-06-19 12:15:06.273294
6910758,30920210,Shared room,,South of Market,79,5.0,2,1.0,99.0,1.0,37.775244,-122.407506,2016-06-19 12:14:56.419718
8996945,33532518,Entire home/apt,,Inner Richmond,19,5.0,5,2.0,188.0,1.0,37.778707,-122.460057,2016-06-19 12:14:40.466021
