room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6245666,32424177,Entire home/apt,,Chinatown,0,,2.0,1.0,0.0,1.0,37.790477,-122.40702,2015-06-06 08:59:00.938
958,1169,Entire home/apt,,Western Addition,32,5.0,3.0,1.0,0.0,2.0,37.76931,-122.433856,2015-06-06 15:24:23.728
3850,4921,Private room,,Inner Sunset,120,4.5,3.0,1.0,0.0,1.0,37.754021,-122.458048,2015-06-06 07:59:54.415
5193,7476,Entire home/apt,,Nob Hill,169,4.5,2.0,,0.0,1.0,37.795468,-122.416803,2015-06-06 10:33:48.859
5841,10038,Entire home/apt,,Mission,32,4.5,3.0,1.0,0.0,3.0,37.752237,-122.422209,2015-06-06 16:12:39.424
5858,8904,Entire home/apt,,Bernal Heights,107,5.0,4.0,2.0,0.0,,37.745112,-122.421018,2015-06-06 16:52:51.865
7918,21994,Private room,,Haight Ashbury,12,4.0,2.0,1.0,0.0,7.0,37.76669,-122.452505,2015-06-06 17:21:40.358
8142,21994,Private room,,Haight Ashbury,3,5.0,2.0,1.0,0.0,7.0,37.764872,-122.451828,2015-06-06 16:05:20.421
8339,24215,Entire home/apt,,Western Addition,21,5.0,4.0,2.0,0.0,4.0,37.773147,-122.436077,2015-06-06 13:35:28.163
8567,25601,Entire home/apt,,Western Addition,16,4.5,,2.0,0.0,3.0,37.784707,-122.445554,2015-06-06 12:27:30.646
8739,7149,Private room,,Mission,313,5.0,3.0,1.0,0.0,1.0,37.755592,-122.423657,2015-06-06 09:01:05.243
8775,27037,Entire home/apt,,Mission,13,5.0,4.0,3.0,0.0,4.0,37.75174,-122.409421,2015-06-06 10:28:52.523
9225,29674,Entire home/apt,,Potrero Hill,181,4.5,2.0,1.0,0.0,1.0,37.76241,-122.405179,2015-06-06 07:57:44.453
10251,35199,Entire home/apt,,Mission,187,5.0,,2.0,0.0,3.0,37.758743,-122.413272,2015-06-06 08:02:40.089
11319,40148,Entire home/apt,,Nob Hill,24,4.5,3.0,1.0,0.0,3.0,37.792588,-122.414816,2015-06-06 09:54:08.896
11395,42266,Entire home/apt,,Bernal Heights,32,5.0,3.0,1.0,0.0,2.0,37.747133,-122.420643,2015-06-06 12:57:04.908
12006,45408,Entire home/apt,,Potrero Hill,13,4.5,,3.0,0.0,4.0,37.763419,-122.394335,2015-06-06 17:01:50.701
12041,21994,Private room,,Haight Ashbury,3,4.0,1.0,1.0,0.0,7.0,37.770258,-122.445682,2015-06-06 07:58:04.493
12042,21994,Private room,,Haight Ashbury,2,3.0,3.0,1.0,0.0,7.0,37.768706,-122.447309,2015-06-06 08:00:24.561
12378,24449,Entire home/apt,,Mission,72,4.5,2.0,2.0,0.0,1.0,37.750657,-122.420367,2015-06-06 11:16:01.877
12522,18431,Private room,,Castro/Upper Market,256,5.0,1.0,1.0,0.0,3.0,37.760722,-122.428153,2015-06-06 17:11:43.079
13027,50769,Entire home/apt,,Potrero Hill,82,4.5,2.0,1.0,0.0,5.0,37.761015,-122.396646,2015-06-06 16:55:44.719
