room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6750199,25714209,Shared room,,Downtown/Civic Center,4,5.0,2,1.0,145.0,,37.785847,-122.416518,2017-03-24 22:50:17.555127
4347535,3344775,Shared room,,Western Addition,0,0.0,1,1.0,400.0,,37.770644,-122.436452,2017-03-24 22:50:07.375794
14500176,3576729,Shared room,,Mission,1,0.0,2,1.0,300.0,,37.768049,-122.42569,2017-03-24 22:50:06.236821
2846662,9476237,Shared room,,Pacific Heights,1,0.0,3,1.0,250.0,,37.796174,-122.431614,2017-03-24 22:50:06.231206
7528301,5164455,Shared room,,Pacific Heights,1,0.0,1,1.0,250.0,,37.794576,-122.426172,2017-03-24 22:50:06.226643
4721183,24386248,Shared room,,Marina,4,4.5,2,1.0,199.0,,37.802986,-122.442657,2017-03-24 22:50:04.971365
10747952,55567217,Shared room,,Potrero Hill,0,0.0,2,1.0,200.0,,37.761797,-122.398136,2017-03-24 22:50:04.967573
11080673,20612226,Shared room,,Downtown/Civic Center,0,0.0,2,1.0,200.0,,37.774905,-122.420798,2017-03-24 22:50:04.963546
13558325,78101035,Shared room,,Outer Richmond,0,0.0,2,1.0,200.0,,37.782934,-122.478551,2017-03-24 22:50:04.957628
4081570,21170180,Shared room,,South of Market,0,0.0,1,1.0,175.0,,37.780513,-122.397095,2017-03-24 22:50:03.679399
8404771,36471102,Shared room,,Bayview,0,0.0,1,1.0,150.0,,37.738795,-122.40218,2017-03-24 22:50:03.676873
4833664,2522761,Shared room,,Downtown/Civic Center,1,0.0,1,1.0,170.0,,37.788733,-122.413018,2017-03-24 22:50:03.673462
8306266,43793752,Shared room,,South of Market,14,5.0,1,1.0,155.0,,37.779889,-122.402881,2017-03-24 22:50:03.665905
3821508,18776658,Shared room,,Nob Hill,16,5.0,3,1.0,159.0,,37.789729,-122.412503,2017-03-24 22:50:03.662856
15240406,18212060,Shared room,,Haight Ashbury,1,0.0,1,1.0,155.0,,37.776321,-122.438312,2017-03-24 22:50:03.660511
7712636,40517228,Shared room,,Mission,1,0.0,1,1.0,150.0,,37.753399,-122.417349,2017-03-24 22:50:03.657422
10839934,8334445,Shared room,,Western Addition,0,0.0,2,1.0,160.0,,37.774644,-122.432634,2017-03-24 22:50:03.655016
4170452,21408671,Shared room,,Inner Richmond,1,0.0,1,1.0,150.0,,37.773817,-122.469664,2017-03-24 22:50:03.651719
9529057,5181498,Shared room,,Inner Sunset,0,0.0,1,1.0,105.0,,37.764785,-122.462207,2017-03-24 22:50:00.976852
7419076,38863639,Shared room,,Diamond Heights,0,0.0,1,1.0,120.0,,37.744062,-122.439526,2017-03-24 22:50:00.972162
16606328,4582815,Shared room,,Financial District,7,5.0,2,1.0,120.0,,37.784647,-122.399711,2017-03-24 22:50:00.967927
8504147,28304379,Shared room,,Mission,0,0.0,2,1.0,100.0,,37.75847,-122.407347,2017-03-24 22:49:58.465282
11021380,614348,Shared room,,Inner Sunset,1,0.0,2,1.0,99.0,,37.764562,-122.457307,2017-03-24 22:49:58.459129
4777778,23856230,Shared room,,Mission,0,0.0,2,1.0,95.0,,37.765155,-122.422587,2017-03-24 22:49:58.455494
113211,576273,Shared room,,Chinatown,10,5.0,1,1.0,29.0,,37.792941,-122.406587,2017-03-24 22:49:45.429361
11037074,16256090,Shared room,,Western Addition,0,0.0,1,1.0,25.0,,37.786261,-122.425218,2017-03-24 22:49:45.426995
17478285,40297300,Shared room,,Bayview,5,5.0,2,1.0,35.0,,37.727202,-122.3717,2017-03-24 22:49:45.424756
16125990,81226014,Shared room,,Outer Sunset,0,0.0,1,1.0,35.0,,37.758811,-122.489634,2017-03-24 22:49:45.422650
16020972,85575849,Shared room,,Inner Richmond,0,0.0,2,1.0,36.0,,37.77856,-122.461652,2017-03-24 22:49:45.420239
13113270,18763241,Shared room,,North Beach,3,3.0,2,1.0,10.0,,37.804806,-122.408733,2017-03-24 22:49:45.418013
13636310,33663709,Shared room,,Financial District,0,0.0,1,1.0,10.0,,37.792967,-122.395515,2017-03-24 22:49:44.118337
16810355,102267937,Shared room,,Downtown/Civic Center,0,0.0,1,1.0,20.0,,37.788067,-122.4166,2017-03-24 22:49:44.115160
4519757,22931450,Shared room,,North Beach,99,4.5,4,1.0,38.0,,37.798939,-122.405961,2017-03-24 22:49:44.112098
15633281,38163072,Shared room,,Ocean View,10,5.0,5,1.0,29.0,,37.708556,-122.46123,2017-03-24 22:49:44.108708
15916432,103261783,Shared room,,South of Market,7,5.0,2,1.0,31.0,,37.780115,-122.390332,2017-03-24 22:49:44.105846
12360351,66654641,Shared room,,Ocean View,21,4.5,1,1.0,40.0,,37.71325,-122.467776,2017-03-24 22:49:44.103269
16288478,3485414,Shared room,,South of Market,9,4.5,1,1.0,40.0,,37.780238,-122.396383,2017-03-24 22:49:44.100793
15828423,5215966,Shared room,,Outer Sunset,9,5.0,1,1.0,39.0,,37.755573,-122.494409,2017-03-24 22:49:44.097582
17774481,2238981,Shared room,,Mission,0,0.0,1,1.0,20.0,,37.761811,-122.425037,2017-03-24 22:49:44.094929
15833186,102523118,Shared room,,Downtown/Civic Center,12,4.5,1,1.0,33.0,,37.787657,-122.42047,2017-03-24 22:49:44.092495
15422181,21430100,Shared room,,Inner Sunset,42,4.5,1,1.0,40.0,,37.763636,-122.458262,2017-03-24 22:49:44.089269
17543814,36997746,Shared room,,Outer Sunset,2,0.0,1,1.0,32.0,,37.749887,-122.477679,2017-03-24 22:49:44.086855
15852721,23383258,Shared room,,Mission,5,4.5,1,1.0,27.0,,37.760822,-122.419165,2017-03-24 22:49:44.083928
1408281,1753794,Shared room,,Castro/Upper Market,224,5.0,1,1.0,40.0,,37.764332,-122.436643,2017-03-24 22:49:44.076224
17594686,113608325,Shared room,,Downtown/Civic Center,5,5.0,1,1.0,39.0,,37.78445,-122.420042,2017-03-24 22:49:44.073452
15758145,99127447,Shared room,,Lakeshore,0,0.0,1,1.0,22.0,,37.720367,-122.477935,2017-03-24 22:49:44.069454
11893470,53872592,Entire home/apt,,Financial District,0,0.0,10,3.0,1495.0,,37.788694,-122.402987,2017-03-24 22:46:51.991570
5945396,30857973,Entire home/apt,,Financial District,2,0.0,8,3.0,980.0,,37.788887,-122.403582,2017-03-24 22:45:46.967486
8310831,2990252,Entire home/apt,,Bernal Heights,0,0.0,6,2.0,850.0,,37.747699,-122.42423,2017-03-24 22:40:18.483728
1110746,6097256,Entire home/apt,,West of Twin Peaks,0,0.0,6,3.0,728.0,,37.736815,-122.461664,2017-03-24 22:40:15.779468
879326,147086,Entire home/apt,,Potrero Hill,1,0.0,6,3.0,700.0,,37.760197,-122.396012,2017-03-24 22:40:01.383129
1332629,554741,Entire home/apt,,Noe Valley,2,0.0,5,2.0,2000.0,,37.756056,-122.426213,2017-03-24 22:34:03.120364
10788165,36312066,Entire home/apt,,Outer Richmond,0,0.0,8,4.0,900.0,,37.777281,-122.494139,2017-03-24 22:33:42.004577
7715861,30857973,Entire home/apt,,Financial District,1,0.0,6,2.0,825.0,,37.789308,-122.402308,2017-03-24 22:33:41.986375
231129,1208533,Entire home/apt,,Nob Hill,46,4.5,9,4.0,995.0,,37.791138,-122.410295,2017-03-24 22:33:40.481326
7842860,9270849,Entire home/apt,,Haight Ashbury,0,0.0,4,2.0,675.0,,37.772613,-122.447268,2017-03-24 22:33:09.215428
6784032,35515939,Entire home/apt,,Noe Valley,2,0.0,8,3.0,987.0,,37.75244,-122.431372,2017-03-24 22:20:46.220320
1107014,1743413,Entire home/apt,,Castro/Upper Market,32,5.0,8,3.0,955.0,,37.758714,-122.438155,2017-03-24 22:20:41.798005
10839205,42859166,Entire home/apt,,Western Addition,0,0.0,2,1.0,750.0,,37.775799,-122.425956,2017-03-24 22:20:29.786477
10926776,56640140,Entire home/apt,,Russian Hill,0,0.0,3,1.0,350.0,,37.806039,-122.419676,2017-03-24 22:12:09.128140
10733315,55483681,Entire home/apt,,Nob Hill,0,0.0,4,1.0,400.0,,37.791567,-122.417841,2017-03-24 22:12:09.116219
7851294,3360064,Entire home/apt,,Pacific Heights,5,5.0,2,1.0,230.0,,37.796001,-122.435579,2017-03-24 21:53:18.678329
830997,4352266,Entire home/apt,,South of Market,9,4.0,3,1.0,157.0,,37.783771,-122.407212,2017-03-24 21:36:37.158048
3115736,15831691,Entire home/apt,,Marina,20,5.0,2,1.0,145.0,,37.8029,-122.432125,2017-03-24 21:34:56.866619
2613882,13385124,Entire home/apt,,Mission,0,0.0,2,1.0,139.0,,37.752848,-122.421514,2017-03-24 21:33:36.242789
13226259,10595328,Entire home/apt,,Chinatown,0,0.0,2,0.0,129.0,,37.791017,-122.405945,2017-03-24 21:33:16.696656
2578363,10919331,Entire home/apt,,Noe Valley,7,4.5,3,1.0,120.0,,37.752054,-122.428977,2017-03-24 21:32:23.840217
11552040,48109785,Entire home/apt,,Nob Hill,1,0.0,2,1.0,140.0,,37.79073,-122.410024,2017-03-24 21:30:04.748164
12762625,638933,Entire home/apt,,Western Addition,0,0.0,3,1.0,75.0,,37.778127,-122.440559,2017-03-24 21:28:12.103213
13086674,36252511,Entire home/apt,,South of Market,2,0.0,4,2.0,10000.0,,37.773682,-122.41848,2017-03-24 21:28:04.073910
961771,140091,Entire home/apt,,Marina,0,0.0,5,3.0,1600.0,,37.79733,-122.444042,2017-03-24 21:28:04.062636
6692309,35028771,Entire home/apt,,South of Market,0,0.0,16,0.0,2000.0,,37.783088,-122.394933,2017-03-24 21:28:04.057248
14893922,88280134,Entire home/apt,,North Beach,0,0.0,1,2.0,9999.0,,37.804864,-122.407966,2017-03-24 21:28:04.053718
