room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
693721,267093,Entire home/apt,,Mission,40,5.0,8,2.0,500.0,1.0,37.759715,-122.420925,2016-04-16 07:27:32.013405
9887829,7750221,Shared room,,Ocean View,0,,1,1.0,39.0,3.0,37.717012,-122.468824,2016-04-16 07:27:24.928427
980737,5370724,Entire home/apt,,Western Addition,7,4.5,2,2.0,130.0,4.0,37.785503,-122.435754,2016-04-16 07:27:17.504080
1467233,692611,Private room,,Inner Richmond,4,5.0,2,1.0,110.0,2.0,37.775921,-122.451236,2016-04-16 07:27:13.120683
7793619,1682188,Shared room,,Parkside,2,,3,1.0,40.0,2.0,37.742908,-122.487948,2016-04-16 07:26:49.700052
10860795,16723832,Entire home/apt,,Twin Peaks,0,,2,1.0,175.0,2.0,37.749933,-122.445044,2016-04-16 07:26:35.023813
1931763,9999808,Private room,,Mission,75,4.5,6,1.0,150.0,1.0,37.761182,-122.419111,2016-04-16 07:26:19.164196
7828695,41115030,Private room,,Inner Richmond,0,,2,1.0,188.0,1.0,37.780948,-122.448659,2016-04-16 07:26:12.422554
852960,4453203,Entire home/apt,,Western Addition,0,,4,2.0,395.0,2.0,37.770926,-122.432936,2016-04-16 07:25:44.889509
10594571,3729133,Entire home/apt,,Noe Valley,0,,6,3.0,479.0,4.0,37.745972,-122.436271,2016-04-16 07:25:36.381146
11070395,43139695,Entire home/apt,,Castro/Upper Market,0,,4,2.0,225.0,4.0,37.7687,-122.430401,2016-04-16 07:25:34.046979
11566230,61097475,Entire home/apt,,South of Market,0,,6,2.0,399.0,1.0,37.782617,-122.402991,2016-04-16 07:25:30.762673
7774924,40900424,Entire home/apt,,Mission,6,5.0,2,0.0,175.0,2.0,37.767751,-122.42599,2016-04-16 07:25:19.922307
8017018,2497373,Entire home/apt,,Western Addition,4,5.0,1,1.0,130.0,4.0,37.772936,-122.423532,2016-04-16 07:24:52.306680
12008385,51507886,Private room,,Lakeshore,2,,2,1.0,75.0,2.0,37.724585,-122.472355,2016-04-16 07:24:46.660281
6301983,1499540,Entire home/apt,,Outer Mission,0,,6,4.0,200.0,3.0,37.735182,-122.440964,2016-04-16 07:24:43.448832
7602219,199129,Entire home/apt,,Western Addition,0,,3,1.0,175.0,10.0,37.773977,-122.426256,2016-04-16 07:24:34.673123
1108141,6034291,Entire home/apt,,Twin Peaks,0,,5,2.0,400.0,3.0,37.756216,-122.441931,2016-04-16 07:24:31.325666
3230459,16402896,Entire home/apt,,Noe Valley,20,4.0,2,0.0,150.0,3.0,37.742474,-122.424991,2016-04-16 07:24:27.589550
9972077,47980391,Entire home/apt,,Haight Ashbury,5,5.0,2,1.0,150.0,2.0,37.761225,-122.45095,2016-04-16 07:07:09.563965
10967937,56898694,Private room,,Potrero Hill,1,,1,1.0,150.0,1.0,37.757644,-122.399961,2016-04-16 07:07:05.098484
