room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
6245666,32424177.0,Shared room,,Financial District,0,,2.0,1.0,202.0,1.0,37.789805,-122.4057,2016-01-17 10:49:50.510923
5346515,7206100.0,Shared room,,Mission,5,5.0,,1.0,43.0,30.0,37.758269,-122.41322,2016-01-17 17:20:07.039048
9866404,6235586.0,Private room,,Castro/Upper Market,1,,2.0,1.0,94.0,1.0,37.762221,-122.431389,2016-01-17 17:20:02.892882
1281140,6971480.0,Entire home/apt,,Russian Hill,7,5.0,4.0,2.0,425.0,3.0,37.798,-122.420116,2016-01-17 17:19:55.627423
2474857,1091811.0,Private room,,Noe Valley,0,,2.0,1.0,100.0,1.0,37.753694,-122.428592,2016-01-17 17:19:01.788118
1843107,9630766.0,Private room,,South of Market,15,5.0,1.0,1.0,125.0,2.0,37.774534,-122.412207,2016-01-17 17:18:23.616755
6572428,690967.0,Entire home/apt,,Inner Richmond,1,,,2.0,300.0,1.0,37.775357,-122.469265,2016-01-17 17:18:17.207042
9821564,47143279.0,Private room,,Downtown/Civic Center,0,,1.0,1.0,75.0,1.0,37.782913,-122.415292,2016-01-17 17:18:07.498381
2483405,12390071.0,Entire home/apt,,Potrero Hill,8,5.0,5.0,3.0,698.0,6.0,37.756913,-122.397292,2016-01-17 17:17:55.720053
178740,791253.0,Entire home/apt,,Inner Richmond,84,5.0,2.0,1.0,145.0,,37.77818,-122.454203,2016-01-17 17:17:44.791278
6405183,32021944.0,Entire home/apt,,West of Twin Peaks,1,5.0,,3.0,325.0,7.0,37.738854,-122.44593,2016-01-17 17:17:41.257795
6939508,8263560.0,Private room,,Downtown/Civic Center,2,5.0,1.0,1.0,90.0,3.0,37.789358,-122.413796,2016-01-17 17:17:01.453658
435391,576273.0,Shared room,,Chinatown,4,5.0,1.0,1.0,29.0,23.0,37.794782,-122.405917,2016-01-17 17:16:54.241448
3630011,2544554.0,Private room,,Noe Valley,4,5.0,2.0,1.0,185.0,2.0,37.752952,-122.429353,2016-01-17 17:16:49.245769
5959874,9871986.0,Private room,,Castro/Upper Market,0,,2.0,1.0,75.0,3.0,37.760044,-122.426342,2016-01-17 17:16:46.416371
2672319,6262256.0,Private room,,Nob Hill,78,4.5,2.0,1.0,110.0,3.0,37.795655,-122.413353,2016-01-17 17:16:29.579742
4986629,7449754.0,Entire home/apt,,South of Market,1,5.0,4.0,2.0,200.0,1.0,37.786874,-122.391439,2016-01-17 17:16:16.610156
4948340,5366845.0,Private room,,Inner Richmond,63,4.5,2.0,1.0,60.0,1.0,37.783542,-122.467713,2016-01-17 17:15:37.405673
2188561,11159971.0,Entire home/apt,,Mission,11,4.5,,3.0,449.0,3.0,37.761203,-122.407346,2016-01-17 17:15:18.004338
616517,3055666.0,Entire home/apt,,South of Market,10,4.5,4.0,1.0,199.0,1.0,37.775283,-122.407719,2016-01-17 17:15:02.773857
6582338,617875.0,Entire home/apt,,Pacific Heights,8,4.5,2.0,1.0,300.0,4.0,37.789431,-122.443108,2016-01-17 17:14:52.164352
4324832,7180666.0,Entire home/apt,,Potrero Hill,43,5.0,4.0,2.0,385.0,2.0,37.758153,-122.402629,2016-01-17 17:14:48.813394
3126028,1966236.0,Entire home/apt,,Downtown/Civic Center,0,,4.0,1.0,239.0,3.0,37.780747,-122.420367,2016-01-17 17:14:29.716653
9512409,49225373.0,Shared room,,Bayview,5,5.0,1.0,1.0,35.0,1.0,37.733509,-122.403051,2016-01-17 17:14:25.991494
1967532,9708030.0,Entire home/apt,,Inner Richmond,4,4.0,,2.0,329.0,3.0,37.778462,-122.475956,2016-01-17 17:14:23.523622
