room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
15037623,83553465,Entire home/apt,,Mission,0,,4,2.0,675.0,4.0,37.759866,-122.41602,2016-09-17 08:53:30.541172
10889290,56429859,Entire home/apt,,Mission,0,,8,3.0,1000.0,1.0,37.761599,-122.421649,2016-09-17 08:53:27.489163
13811042,103427,Private room,,Ocean View,0,,2,1.0,150.0,1.0,37.722695,-122.471314,2016-09-17 08:53:23.820724
14197816,26482762,Entire home/apt,,Downtown/Civic Center,1,,4,1.0,250.0,2.0,37.787848,-122.413092,2016-09-17 08:53:19.091524
4948327,5366845,Private room,,Inner Richmond,105,4.5,2,1.0,60.0,1.0,37.784779,-122.468035,2016-09-17 08:53:17.392680
2077982,10501924,Entire home/apt,,Western Addition,74,4.5,4,2.0,145.0,5.0,37.778186,-122.439691,2016-09-17 08:53:15.338343
11284170,2597104,Entire home/apt,,Inner Richmond,0,,6,4.0,350.0,7.0,37.777913,-122.468641,2016-09-17 08:53:08.009482
4060206,13018597,Entire home/apt,,Castro/Upper Market,0,,5,3.0,279.0,7.0,37.7582,-122.430487,2016-09-17 08:53:07.943010
10994515,6060875,Entire home/apt,,Mission,0,,4,1.0,350.0,1.0,37.762823,-122.418628,2016-09-17 08:53:01.714363
9684127,3618535,Entire home/apt,,Castro/Upper Market,0,,4,2.0,1100.0,3.0,37.759036,-122.435813,2016-09-17 08:52:58.580493
10473301,10750703,Entire home/apt,,Castro/Upper Market,0,,2,1.0,450.0,1.0,37.757377,-122.439571,2016-09-17 08:52:57.641482
10860251,2439010,Shared room,,Marina,0,,2,1.0,199.0,1.0,37.804129,-122.446218,2016-09-17 08:52:41.537379
5340544,27675988,Entire home/apt,,Haight Ashbury,16,5.0,6,3.0,300.0,3.0,37.770632,-122.442761,2016-09-17 08:52:40.222053
8565105,17042045,Private room,,Downtown/Civic Center,30,4.5,2,1.0,110.0,1.0,37.787346,-122.40782,2016-09-17 08:52:32.810469
